,Name,Style,ABV,IBU,Rating,Description
3801,La Vasconia Weissbier,Weizen-Weissbier,4.9,8.0,3.11,"La Vasconia Weissbier
Clásica cerveza alemana de trigo.Su apariencia es de color amarillo cobrizo. De una mayor turbidez debido a la utilización de trigo malteado, destacan sus aromas a plátano y clavo y sus sabores cítricos y frutales provenientes del lúpulo Simcoe utilizado en su elabor ..."
3802,La Calavera Horse Piss,Sour Ale,4.6,,2.7,La Calavera Horse Piss
3803,Zeta / Sesma Merengada,Sour Ale,5.2,15.0,3.34,"Merengada
Una cerveza rompedora, elaborada junto a la cervecera navarra Sesma Brewing Co. En su receta: dos levaduras, piel de limón y canela en rama. Una innovación de Zeta Beer para meterse de lleno en las especiales cervezas ácidas, de corte salvaje y fermentación espontánea.
Una cerv ..."
3804,La Gitanilla Pale Ale,Pale Ale,5.9,,,"La Gitanilla Pale Ale
En Mayo, Córdoba celebra sus fiestas más importantes, y por eso en primavera preparamos una cerveza rubia al estilo ""pale ale"" de 5.9%. Es una cerveza fácil de beber con un cuerpo refrescante y fuertes aromas de lúpulo para poder disfrutar de este mes caluroso de flo ..."
3805,La Gitanilla Nochebuena,American Stout,7.6,,,"Gitanilla Nochebuena
En invierno encontramos Nochebuena, una 7.6% ""American stout"" con sabores robustos de chocolate negro y café. Esta cerveza negra con sabores marcados de malta calienta el espíritu durante los días más frios."
3806,La Gitanilla El Vendimia,Amber Ale,5.5,,,"Gitanilla El Vendimia
El otoño nos trae El Vendimia, una cerveza morena tipo ""amber ale"" de 5.5% ABV con un color rojizo da recuerdos de los cambios que vienen con esta estación. Sus sabores dulces de malta y aromas afrutados hacen El Vendimia perfecta durante estos meses."
3807,Hospi Blanca d’Anjou,White IPA,4.9,,,"Hospi Blanca d’Anjou
Aigua, malta d’ordi, malta de blat, llúpols, llevat, ginebró, camamilla i pell de taronja.
Cervesa d’ estil White India Pale Ale, rossa amb tonalitats blanques per l’ordi, simbolitzant el caràcter religiós d’ una mare d’ índole real. És per això, que é ..."
3808,Lo Gambusí / L’Anjub Cherry Love,Saison,8.1,,3.09," Cherry Love
Fruit Saison
Elaborada con cerezas de Paül"
3809,Garagart Hop Reef,Imperial IPA,9.0,100.0,3.8,"Garagart Hop Reef
Imperial lPA
Buceando en los arrecifes de lúpulo nos encontramos con este tesoro. Al abrirlo nos recibió con sus increíbles aromas frutales. El primer trago nos enamoró perdidamente. ¡i Sumérgete en un mar de sabores, y deja atrás la vida en blanco y negro!!
 "
3810,BIIR / Edge Brewing Melon Bomb,India Pale Ale,4.9,32.0,3.5,"BIIR / Edge Brewing Melon Bomb
Session Fruit IPA
When BIIR joined us in the brewhouse, it meant bringing together American and Belgian brewing styles. We blended fresh fruit and Belgian yeast, as well as American and European aroma hops. We hope you enjoy the fruits of our labor.
A unique su ..."
3811,Edge Brewing Accidental Jedi,Imperial IPA,10.9,100.0,3.82,"Edge Brewing Accidental Jedi
Triple IPA
A dark golden color, this XXX IPA goes to the end of the galaxy to fight the forces of the evil empire. A limited, once-a-year production. Not a hop was spared in the production of this triple IPA. With a soft malty background and an assertive bitternes ..."
3812,Mad Brewing / Guineu 8 Trigger,Lager,4.6,83.0,3.7,"Mad Brewing / Guineu 8 Trigger Hoppy Lager
Tomahawk, Simcoe, Cascade, con dry hopping de Athanum y Simcoe"
3813,Mad Brewing / Guineu Toma Shock,American IPA,6.5,130.0,,"Mad Brewing / Guineu Toma Shock
Tomahawk IPA experience.
Tomahawk, Cascade, Citra, Mosaic con Dryhopping de Tomahawk y TNT"
3814,Guineu Estripats,Imperial IPA,9.2,207.0,,Guineu Estripats Doble IPA
3815,Guineu Uncommon Lager,Lager,5.0,,,"Guineu Uncommon Lager
Fresca y lupulada
En hervido Tomahawk, Cascade, Simcoe
Dry hopping de Simcoe y Citra"
3816,Guineu la Cervesa dels Strombers,American Pale Ale,5.0,40.0,,"Guineu la Cervesa dels Strombers
APA homenaje al grupo musical catalán Strombers"
3817,Guineu / Canediguerra Taronja Pale Ale,American Pale Ale,4.6,40.0,,"Guineu / Canediguerra Taronja Pale Ale
Cervesa refrescant, seca i llupolosa, amb el sabor de la malta ben armonitzat amb el llúpol americà i la pela de taronja.
------------------
Cerveza refrescante, seca y llupolada, con el sabor de la malta bien armonizado con el lúpulo americano y la  ..."
3818,La Selvaseria Selva Doble,Belgian Dubbel,6.5,12.0,3.54,"Selva Doble - La Selvaseria Dubbel
És una cervesa sorprenent perquè no amarga, tocs de cereal i caramel. Recomanable per acompanyar carns guisades.
Domini absolut dels malts caramel·litzats i especials. Color àmbar fosc, transparència mitja, escuma cremosa, retenció mitja, carbonataci� ..."
3819,Pedrablanca Pilsen,Ale,4.8,16.0,,"Pedrablanca Pilsen
Pilsen de fermentació alta (Ale) de color daurada. El gust dolç de la malta pilsen s’equilibra amb l’amargor del llúpol i és ideal per fer passar la set. Resulta molt refrescant. La degustació òptima s’aconsegueix per sobre dels 7ºC, quan afloren les textures i  ..."
3820,Pedrablanca Pale Ale,English Pale Ale,5.0,25.0,,"Pedrablanca Pale Ale
Cervesa d’ordi, d’estil anglès, color àmbar, amargor mitjana i sabor marcat. Escuma persistent i suau amb bombolla fina i continuada. Capa de color uniforme. Ideal per assaborir després d’un dia de feina, per relaxar-se i sentir el sabor de la Terra i la Vida, sol ..."
3821,Pedrablanca Stout,Sweet Stout,5.0,22.0,,"Pedrablanca Stout
Cervesa artesana negra, segueix l’estil Sweet Stout de tradició irlandesa. És una Ale molt fosca, dolça amb cos ple, discretament torrada. Les maltes torrades utilitzades aporten aromes similars al cafè i a la xocolata, amb notes de regalèssia. Escuma persistent i suau ..."
3822,Pedrablanca Weizen,Weizen-Weissbier,5.2,21.0,,"Pedrablanca Weizen
Cervesa artesana de sabor suau i molt refrescant.  Ideal per l’estiu! De blat elaborada segons tradició germànica. Amargor moderada.
Cervesa de color palla – daurada. Escuma persistent i suau amb bombolla fina i continuada. Capa de color uniforme, lleugerament tèrbo ..."
3823,La Plaga EPA!,India Pale Ale,7.4,50.0,3.46,"La Plaga EPA!
Empordá Pale Ale
Cervesa de color ambar, molt aromàtica amb tocs afruitats, escuma blanca persistent, lleugera i amb un punt de amargor.
--------------------
Cerveza de color ambar, muy aromática con toques afrutados, espuma blanca persistente, ligera y con un punto de amargor."
3824,Guineu / Van Moll Tigre Blanco,Witbier,8.0,,3.6,"Guineu / Van Moll Tigre Blanco Imperial Witbier
Cerveza elaborada en colaboración entre Guineu y la cervecera holandesa Van Moll. Se trata de una Imperial Witbier elaborada para el grupo de hard rock holandés Tigre Blanco"
3825,3Monos Vito Hopleone,Imperial IPA,8.5,85.0,3.68,"3Monos Vito Hopleone
“Le haré una oferta que no podrá rechazar.”
Poderosa y contundente, no apta para todos los paladares.
Explosión de fruta tropical, cargada de aromas, sabores y matices que no ocultan una gran personalidad y cuerpo. De color rojo rubí, la combinación perfecta ent ..."
3826,3Monos Black Soul,Russian Imperial Stout,9.0,55.0,3.65,"3Monos Black Soul
Russian Imperial Stout
“Tres monos sobre el cofre del muerto. La bebida y el diablo hicieron el resto.”
Profunda y cremosa, adéntrate en un mundo nuevo. Color azabache con espuma beige cremosa. Aroma maltoso a café, chocolate amargo, trufa y vainilla. Cuerpo denso y p ..."
3827,La Pirata / Kaapse Piet,Imperial IPA,9.9,50.0,,"La Pirata / Kaapse Piet
La “Piet” es una Imperial Farmhouse IPA, hecha en colaboración con Kaapse Brouwers (Rotterdam). Con un dry hopping de amarillo, centennial y virutas de roble de Jerez “Oloroso”. Toda una curiosidad."
3828,Drunken Bros 1970 IPA,India Pale Ale,6.9,85.0,,"Drunken Bros 1970 IPA
Continuación de la serie Tribute IPAs tras la exitosa 1969.
Presentamos una India Pale Ale elaborada con lúpulos Chinook, Tomahawk y Mosaic.
De presencia dorada, despide aromas muy intensos y embriagadores a frutas tropicales como Papaya, Mango, con un matiz herbal su ..."
3829,Urban Beer American Indian Pale Ale,American IPA,6.5,60.0,3.3,"Urban Beer American Indian Pale Ale
American Indian Pale Ale invita a descubrir nuevas sensaciones. De sabor intenso, con aromas iniciales a cítricos y un final a aromas florales, es una cerveza artesana que invita a descubrir su gran cantidad de matices.
Color ambarino con espuma densa de  ..."
3830,Urban Beer American Blonde Ale,Blonde Ale,5.5,25.0,3.34,"Urban Beer American Blonde Ale
American Blonde Ale te inspira a imaginar y vivir nuevas sensaciones. Su color cobre ambarino, con un paso ligero y su aroma a frutas tropicales, como la guayaba blanca y maracuyá te hará trasladarte a lugares paradisíacos. Una cerveza artesana perfecta que in ..."
3831,Urban Beer Australian Pale Ale,Pale Ale,4.4,25.0,,"Urban Beer Australian Pale Ale
Australian Pale Ale te enamorará por sus aromas, muy cítricos como la mandarina, naranja sanguina y, sobre todo, el pomelo. Una cerveza dorada, fresca, con gran variedad de matices y pensada para disfrutarla en cualquier momento del día.
Color dorado con esp ..."
3832,Urban Beer Sweet Stout,Sweet Stout,5.0,22.0,,"Urban Beer Sweet Stout
Sweets Stout de Urban beer convence a los paladares más exigentes. Su sabor intenso, espuma densa y amargor suave, dan como resultado un sabor único. Una cerveza de color marrón oscuro por la malta tostada, con espuma canela y alta retención, con tonalidades aromát ..."
3833,Yakka / Yria Valyria,White IPA,7.1,50.0,3.53,"Yakka / Yria Valyria
Atípica IPA de carácter amistoso, mucho trigo y lúpulos europeos ( Magnum, Melon y Blanc). Fina , intensa, de apacible calidez y con un elegante fondo amargo y especiado.
Maridaje: entrantes contundentes, postres al centro sin chocolates y buena compañía."
3834,Hope / Tro Ales New Zeland IPA,India Pale Ale,6.8,90.0,,"Hope / Tro Ales New Zeland IPA
Con lúpulos de Nueva Zelanda"
3835,Mas Malta Edbeer Maracuya’s,"Spice, Herb o Vegetable Beer",5.6,25.0,,"Mas Malta Edbeer Maracuya’s Special Edition
Edición especial con Maracuya.
Cerveza rubia de alta fermentación estilo Iber Ale, fermentada con la fruta de la pasión o Maracuyá. Esta combinación especial, convierte en una cerveza “sour”/ Ácida, debido a la presencia del Maracuyá.
 ..."
3836,La Calavera / Drunken Bros Hell To Glass,Imperial Stout,9.6,96.0,,"La Calavera / Drunken Bros Hell To Glass
Bourbon Barrel Aged Chili Mulato Imperial Stout
Colaboración entre La Calavera y Drunken Bros.
Imperial Chilli Stout elaborada con chile mulato fresco y envejecida en barrica de Bourbon americano.
Aroma intenso a chocolate, caramelo y café con suti ..."
3837,Little Drunken Owl,Belgian Dark Strong Ale,9.0,30.0,,"Little Drunken Owl
Belgian Quadrupel Brewed With Dates And Juniper Beeries Oak Aged.
Elaborada con dátiles, frutos rojos, canela, bayas de enebro y envejecida con roble francés de tueste medio."
3838,Barret Jaapi,"Spice, Herb o Vegetable Beer",7.0,45.0,3.5,"Jaapi (Tropical Stout)
Dolçor cremós i notes de cacau i passes emmascarades per un subtil aroma de vainilla. Inicialment seca en boca, a l’instant ens aporta una gran complexitat alhora que una càlida sensació i una fruitositat que la fa mereixedora de l’adjectiu tropical que acompanya ..."
3839,Undermine Route 93 Border IPA,India Pale Ale,4.5,50.0,3.34,"Undermine Route 93 Border IPA
La Ruta 93 se extiende desde la frontera canadiense hasta Wickenburg (Arizona) y durante los años de la ""Ley Seca"" se convirtió en la principal vía de entrada de cerveza de contrabando. La Pale Ale canadiense se convirtió en la bebida de moda en los Estados Un ..."
3840,Undermine Crossroads Union Ale,Otros Estilos,5.5,50.0,3.15,"Undermine Crossroads Union Ale
La vida es un eterno cruce de caminos, un constante encuentro de gente, de culturas, de sensaciones... Nuestra cerveza Crossroads es un homenaje a todos esos cruces de caminos, un encuentro de sabores en una sola cerveza, ideal para beber con amigos, ideal para s ..."
3841,Kel´s Bitter Soul,Black IPA,8.0,90.0,,"Kel´s Bitter Soul
Cascadian Dark Ale - Black Ipa de 8 grados y 90 IBUS, muy rica y equilibrada, sin estridencias y fácil de beber."
3842,Mangurria Trigul,Weizen-Weissbier,5.0,,,Mangurria Trigul Weissbier
3843,Sevebrau Ale Fuerte (Strong Ale),Strong Ale,6.0,,3.05,"Sevebrau Ale Fuerte (Strong Ale)
Negra"
3844,Sevebrau American Pale Ale,American Pale Ale,5.5,,3.34,"Sevebrau American pale Ale
Rubia"
3845,Sevebrau Marzen Amber Lager,Oktoberfest-Marzen,6.0,,3.01,"Sevebrau Marzen Amber Lager
Ámbar intenso"
3846,Sevebrau Severadler,Shandy / Radler,3.0,,3.67,"Sevebrau Severadler
Cerveza de estilo radler elaborada con zumo de limón natural."
3847,CESC Alba,Weizen-Weissbier,5.2,18.0,,"CESC Alba
Cervesa de tipus ALE (alta fermentació), estil Weissbier.
Cervesa de blat tradicional, lleugera i un punt àcida, com correspon a les cerveses de blat, que la fa molt refrescant."
3848,Dougall’s / Four Lions Harvest,India Pale Ale,6.0,,3.7,"Dougall’s / Four Lions Harvest
Columbus Wet hops
El martes 6 de septiembre elaboramos nuestra primera cerveza con lúpulo recoleaado ese mismo día.
Usamos 120 kilos de Columbus del valle del Órbigo (León)
El resultado es una cerveza fresca y muy lupulada, que para disfrutarla en su m ..."
3849,Tartessos Gerión,Strong Ale,5.6,39.0,,"Tartessos Gerión
Cerveza inspirada en las clásicas Pale Ale británicas, se distingue por una mayor carbonatación y por un sabor a malta muy peculiar que le otorga complejidad a la cerveza. Por último, es de color ámbar y tiene un amargor medio/alto, gracias a los lúpulos británicos que ..."
3850,Tartessos Erytheia,Fruit Beer,7.0,25.0,,"Tartessos Erytheia
Es una cerveza con un ingrediente muy especial, la fresa de Huelva. Este ingrediente le otorga un aroma y un color muy especial. Es una cerveza ligera en la que su aroma invita a beber más de una. Sin duda, una cerveza que no deja indiferente a nadie.
Maridaje: Nuestra Fru ..."
3851,Tartessos Norax,Cream Ale,4.0,25.0,,"Tartessos Norax
Cerveza liviana y refrescante de color pálido, con poca presencia de lúpulo tanto en amargor como en aroma, lo que la hace muy indicada para degustar en verano.
Maridaje: Nuestra Cream Ale es ideal para acompañar quesos semiduros y quesos gouda jóvenes, así como pescados  ..."
3852,Tartessos Argantonio,India Pale Ale,6.6,60.0,,"Tartessos Argantonio
De los largos viajes de los ingleses a sus colonias en la India, nació una cerveza a base de enriquecer la mezcla con más alcohol y lúpulo, la IPA.
Nuestra Indian Pale Ale es aromática, en la que predominan los lúpulos británicos. Se aprecia un característico aroma ..."
3853,Tartessos Astarté,Porter,4.0,24.0,,"Tartessos Astarté
Cerveza de estilo Porter con un cuerpo ligero, cerveza de color oscuro y una espuma cremosa, donde apreciarás toques a café y regaliz. Una cerveza para tomar en compañía especial.
Maridaje: Nuestra Porter acompaña muy bien a las carnes como: carnes a la pimienta, carne ..."
3854,Tartessos Gargoris,Belgian IPA,6.2,44.0,,"Tartessos Gargoris
Indian Pale Ale de amargor moderado y fácilmente bebible. Se caracteriza por el cuerpo que le otorga las maltas belgas que se usan en su elaboración, así como un sabor floral debido a los lúpulos empleados.
Maridaje: Nuestra cerveza Belga es una cerveza ideal para degus ..."
3855,Tartessos Habis,Blonde Ale,4.5,21.0,,"Tartessos Habis
Cerveza liviana tanto en apariencia como en cuerpo, con amargor bajo y, sin embargo, de sabor intenso y duradero. Sus matices afrutados hacen de ella una cerveza muy refrescante, que invita a degustar más de una, sobre todo en buena compañía.
Maridaje: Nuestra Blonde Ale va ..."
3856,El Oso y el Cuervo Radioactive Bear,Russian Imperial Stout,13.0,,3.57,"El Oso y el Cuervo Radioactive Bear
Moscatel & Red Wine Barrel Aged
Cerveza negra tipo Russian Imperial Stout"
3857,El Oso y el Cuervo Old Drunk Bear,Imperial Stout,9.0,,3.83,"El Oso y el Cuervo Old Drunk Bear
Vanilla Bourbon Barrel Aged"
3858,Roses de Llobregat Roses,Extra-Strong Bitter,5.8,30.0,3.36,"Roses de Llobregat Roses
Cerveza Extra Special Bitter"
3859,Susi Diaz,Blonde Ale,,,,"Susi Diaz
Cerveza Natural Artesana
Cerveza desarrollada por Galana para Susi Díaz, propietaria y chef del restaurante La Finca, en Elche.
Ccerveza ale rubia con una selección de maltas viena, pale ale, gold, blonde y abbey y lúpulos hallertau perle en flor."
3860,As Dark Potion,Porter,8.2,,3.6,"As Dark Potion
Ephemeral Beer Series
Porter Barrel Aged madurada en barrica de brandy durante 3 meses. Todo envasado en barril menos 60 ud en botella numeradas."
3861,Yria / Cervézame Parálisis Cereal,Amber Ale,6.0,40.0,3.64,"Yria / Cervézame Parálisis Cereal Amber Ale
Una Amber Ale a base de malta Maris Otter, lupuletes americanos y un suave Dry Hopping de Mandarina Bavaria… Para Beberla a cubos.  Pero lo más importante es que es una birra que esta llenita de ilusión y que desborda corazón ya que gracias a ..."
